category,amt,gender,city,state,city_pop,job,is_fraud,hour,age,is_night_transaction,transaction_speed,distance_to_merchant
home,38.53,M,Lake Jackson,TX,28739,Futures trader,0,13,20,0,-12000329.0,76.4505984935675
shopping_net,349.97,F,Creedmoor,NC,12335,Chief Strategy Officer,0,21,32,0,-23040126.0,74.48333471305803
gas_transport,14.72,M,Stillwater,OK,55345,Cabin crew,1,0,72,1,11499437.0,109.96239571943872
home,78.8,M,Zaleski,OH,341,Accounting technician,0,13,41,0,-3754394.0,76.23702074147653
shopping_pos,744.69,F,Galatia,IL,1943,"Restaurant manager, fast food",1,13,48,0,-12700309.0,77.49161894458229
travel,3.35,M,Indianapolis,IN,910148,Academic librarian,0,21,32,0,18952748.0,73.47192306054845
food_dining,4.99,M,Hancock,MD,3766,Press photographer,0,22,36,1,-5612756.0,117.52469431351825
shopping_net,917.6,F,Stanchfield,MN,2607,"Lecturer, further education",1,22,24,1,16762163.0,71.95888194663608
personal_care,49.84,F,Scotts Mills,OR,1252,"Engineer, petroleum",0,23,83,1,-602408.0,93.06839299827021
kids_pets,55.73,F,Moscow,IA,533,Chief Technology Officer,0,15,30,0,-7286956.0,97.23135613474736
shopping_pos,766.77,F,Moscow,IA,533,Chief Technology Officer,1,1,30,1,12047089.0,64.37952238360204
entertainment,40.64,M,Ashfield,MA,1506,"Production assistant, radio",0,12,60,0,-20696922.0,94.31221774153516
misc_pos,4.28,M,Great Mills,MD,5927,Art therapist,0,21,47,0,-8953896.0,53.18308807226772
shopping_net,1122.38,F,Milford,OH,31394,Hospital doctor,1,22,23,1,-5093974.0,73.40155741628725
misc_pos,8.72,M,Roseland,NE,463,"Nurse, mental health",0,2,72,1,14443269.0,64.25887739994994
kids_pets,171.95,M,Highland,IN,23727,Community arts worker,0,19,38,0,3516668.0,42.49422040494597
travel,9.42,F,Meredith,CO,61,Public relations account executive,1,23,80,1,9779290.0,99.56797222208863
misc_pos,686.71,F,Rocky Mount,MO,1847,Tax inspector,1,2,31,1,1390354.0,97.08579201240877
shopping_pos,7.26,M,Monmouth Beach,NJ,3279,Health promotion specialist,0,12,41,0,-10071768.0,67.2460023484229
shopping_net,1045.07,M,Damascus,VA,3085,Land/geomatics surveyor,1,23,29,1,23628832.0,58.34351029424358
travel,1.31,F,Glen Rock,PA,7565,Insurance claims handler,0,18,68,0,65158.0,109.47171254819793
gas_transport,14.86,M,Kensington,MD,19054,Operations geologist,1,2,43,1,289432.0,104.44511622306001
shopping_net,1000.13,M,Lakeview,MI,4474,Emergency planning/management officer,1,22,44,1,-33882715.0,92.67383783240167
grocery_pos,342.42,F,Holstein,NE,331,Telecommunications researcher,1,1,69,1,32927915.0,94.26416532139729
shopping_net,1113.9,M,Mineral,VA,9141,Personnel officer,1,14,82,0,-22069906.0,55.431846480557695
grocery_pos,329.57,F,Tampa,FL,717255,Waste management officer,1,1,53,1,-5663420.0,66.36344853775388
misc_pos,60.81,M,Lakeland,FL,237282,Plant breeder/geneticist,0,4,70,1,9774506.0,38.786465317819
shopping_net,7.06,M,Winfield,WV,5512,Exhibition designer,0,19,40,0,3509539.0,117.97567389456853
misc_pos,2.81,F,Kings Bay,GA,1293,Naval architect,0,3,56,1,-2909210.0,72.13670786534718
home,297.09,F,Mulberry Grove,IL,1810,Race relations officer,1,23,45,1,-13923471.0,31.919214160249222
health_fitness,42.9,F,Cisco,IL,478,Landscape architect,0,20,60,0,-6922647.0,117.19667084166245
home,3.53,M,Princeton,IA,1426,Agricultural consultant,0,16,63,0,23831667.0,66.99478843968869
shopping_pos,3.7,F,Kilgore,TX,24536,Multimedia programmer,0,13,36,0,-2257455.0,55.54115274918394
misc_pos,1.59,M,Cleveland,AL,3996,Aid worker,0,21,43,0,-2564082.0,118.45834709988935
shopping_net,1098.84,M,Luzerne,MI,864,General practice doctor,1,22,78,1,1819013.0,38.280776415191156
misc_pos,50.11,F,Bynum,TX,522,Commercial/residential surveyor,1,22,74,1,-20737267.0,81.07382647666533
grocery_pos,310.06,F,Unionville,MO,3805,"Investment banker, corporate",1,0,69,1,10633582.0,131.74540637681932
grocery_pos,290.25,M,Palermo,ND,229,Administrator,1,2,37,1,21955828.0,9.416963259415303
gas_transport,67.17,F,Catawba,VA,1363,Equality and diversity officer,0,4,79,1,-8462607.0,116.32977209160215
grocery_pos,68.37,F,Marietta,SC,5648,Museum/gallery exhibitions officer,0,3,85,1,11056660.0,126.65142847688213
shopping_pos,514.66,F,Ash Flat,AR,2856,Hydrologist,0,2,93,1,2156307.0,52.76778106211151
grocery_pos,104.6,F,Surrency,GA,1324,"Engineer, technical sales",0,9,94,0,-19328638.0,85.75473778136619
grocery_net,16.73,F,Lowell,OR,1420,Systems analyst,1,2,54,1,-20157203.0,102.26525266312456
gas_transport,9.0,M,East China,MI,7339,"Copywriter, advertising",1,3,58,1,38712703.0,11.85977061252512
grocery_pos,329.4,M,Boonton,NJ,15269,"Psychologist, sport and exercise",1,0,26,1,-17981546.0,73.01790710938383
shopping_net,985.21,M,Vinton,CA,128,Education administrator,1,22,54,1,9842616.0,37.850317212445496
shopping_net,1016.4,F,Walnut Ridge,AR,7155,"Engineer, control and instrumentation",1,2,43,1,-1025523.0,70.69965475147171
food_dining,108.41,F,Wilmington,NC,186140,English as a second language teacher,0,12,37,0,-27957872.0,56.889884074389194
misc_pos,9.1,F,North Wilkesboro,NC,21134,Dispensing optician,1,3,36,1,9905760.0,66.54541473791215
health_fitness,48.75,F,Steuben,ME,1131,Make,0,21,61,0,12161579.0,38.71839110897858
grocery_pos,93.6,M,Olmsted,IL,639,Mechanical engineer,0,4,37,1,13501976.0,47.20567705340974
health_fitness,7.99,F,Yellowstone National Park,WY,369,Materials engineer,0,18,78,0,-14722270.0,49.40100171889
grocery_pos,310.38,M,Arvada,CO,122111,Hotel manager,1,9,33,0,-5129659.0,43.798275182181314
travel,10.29,M,Springfield Gardens,NY,38912,Production manager,1,22,58,1,5402337.0,120.12334299260203
shopping_net,905.52,M,Cross Plains,TX,1897,Chief Operating Officer,1,22,67,1,-1643022.0,99.66814305710571
grocery_pos,283.28,M,Melville,NY,19803,Police officer,1,2,21,1,-4304976.0,82.72059393619315
grocery_pos,327.57,M,Emmons,MN,744,Communications engineer,1,22,52,1,7243361.0,124.08021949949938
grocery_net,14.77,F,Republic,MI,1038,Armed forces training and education officer,1,1,56,1,-17010254.0,67.25753348595623
health_fitness,145.67,F,Saint Paul,MN,753116,Fisheries officer,0,23,48,1,25653217.0,85.86627136477797
shopping_net,986.88,M,Detroit,MI,673342,Broadcast presenter,1,23,50,1,-14253327.0,69.41761677578873
grocery_net,98.7,M,San Diego,CA,1241364,Chartered public finance accountant,0,5,60,1,-21492087.0,73.53627280244392
food_dining,67.25,M,Falconer,NY,3833,Metallurgist,0,20,49,0,38674876.0,68.16814487167125
grocery_pos,102.5,F,Spencer,SD,343,"Development worker, international aid",0,6,48,1,-8519128.0,107.32636710787706
gas_transport,10.41,F,Utica,MO,271,Land/geomatics surveyor,1,1,48,1,-23431002.0,50.90169044931866
shopping_net,911.85,F,Scotts Mills,OR,1252,"Engineer, petroleum",1,23,83,1,9668462.0,84.82872427024412
travel,1.16,F,Stephensport,KY,344,Chartered public finance accountant,0,17,53,0,25293653.0,81.14884374757636
gas_transport,50.81,F,Independence,MO,123373,"Engineer, production",0,3,27,1,-19233041.0,135.3579245526171
health_fitness,19.17,F,Esbon,KS,242,Tourism officer,1,22,32,1,22361522.0,82.38180030624636
grocery_pos,152.2,F,Dexter,KS,602,"Buyer, industrial",0,3,61,1,-24866292.0,85.19019496467791
shopping_net,53.02,F,Phoenix,AZ,1312922,Contractor,0,12,38,0,-4718540.0,67.32880459934735
misc_net,774.71,M,Clune,PA,168,Race relations officer,1,23,41,1,15762070.0,95.57825492479367
kids_pets,22.51,F,Cassatt,SC,4424,Lawyer,1,22,58,1,-9851659.0,30.419078626875866
home,46.06,F,Bauxite,AR,4074,"Scientist, audiological",0,22,44,1,22465335.0,60.30352695277906
gas_transport,53.66,F,Clarks Mills,PA,606,Energy manager,0,4,22,1,-19764198.0,38.94475937252569
kids_pets,21.01,F,Scotia,SC,302,Magazine features editor,1,22,47,1,-18511349.0,66.80565020698572
shopping_net,915.14,M,Mineral,VA,9141,Personnel officer,1,17,82,0,16052473.0,106.39110068172661
gas_transport,68.82,M,Murrayville,IL,1512,Commercial/residential surveyor,0,5,17,1,13952911.0,104.44923749208678
entertainment,432.63,F,Loami,IL,1213,English as a foreign language teacher,1,15,29,0,-31759880.0,102.52737930419627
shopping_net,890.66,F,Cromona,KY,502,Chief Financial Officer,1,23,60,1,11608674.0,39.37476216260551
kids_pets,101.66,F,Westerville,NE,73,Product designer,0,16,85,0,30040872.0,72.46607918652879
misc_net,796.55,M,Oakland,CA,381459,Barista,1,23,46,1,-8702343.0,80.73920467540347
home,264.65,F,White Sulphur Springs,WV,5216,Community development worker,1,22,26,1,-14344411.0,100.24131060370662
food_dining,132.42,F,Hudson,KS,215,Probation officer,1,23,51,1,18492023.0,75.62685127241856
misc_net,743.93,M,Marienville,PA,4172,"Copywriter, advertising",1,23,58,1,1640810.0,19.70979369310923
gas_transport,9.68,M,Haines City,FL,33804,Exercise physiologist,1,0,29,1,-27296378.0,115.50019132270647
shopping_pos,875.2,M,Rock Glen,PA,143,Health and safety adviser,1,23,38,1,3883060.0,68.15150282238342
shopping_pos,834.59,M,Burbank,OK,471,Sub,1,22,79,1,12005858.0,36.159228065193226
home,41.3,F,Hurley,SD,811,Neurosurgeon,0,12,48,0,-121921.0,31.89334502281814
shopping_net,888.06,M,Ragland,AL,4159,Educational psychologist,1,23,22,1,-11972256.0,104.67767526648299
shopping_net,924.45,F,Queen Anne,MD,777,Television production assistant,1,22,23,1,25919725.0,105.77225124069439
shopping_net,930.04,M,Kensington,MD,19054,Operations geologist,1,22,43,1,-347123.0,40.48972848337832
shopping_net,1123.86,M,Zaleski,OH,341,Accounting technician,1,14,41,0,-805822.0,58.28001547942405
shopping_net,2.96,F,Bonfield,IL,1617,Medical secretary,0,21,30,0,-10257743.0,62.55167516422105
kids_pets,42.02,F,Hinesburg,VT,4542,Claims inspector/assessor,0,13,22,0,-18173059.0,102.78727331134607
home,238.64,F,Thomas,WV,836,Forensic psychologist,1,23,38,1,30189813.0,97.08391632032405
shopping_net,13.33,M,Cochranton,PA,5507,Retail merchandiser,0,17,46,0,-41838501.0,92.7703295187258
shopping_net,1122.06,F,Dongola,IL,2263,Scientific laboratory technician,1,1,35,1,25862267.0,99.59734415955242
shopping_net,1074.72,M,Emmons,MN,744,Communications engineer,1,21,52,0,-2261263.0,45.622447960763154
shopping_net,1088.85,F,Fort Myers,FL,224256,Paramedic,1,0,34,1,531169.0,8.977994678221327
home,43.72,M,Iliff,CO,648,Community arts worker,0,13,50,0,-15679042.0,118.37378657589677
food_dining,66.36,M,New Boston,IL,1504,Manufacturing engineer,0,19,26,0,10128835.0,121.76060360453181
health_fitness,130.38,F,Texarkana,AR,36438,Surgeon,0,21,35,0,19274778.0,78.70524922068313
kids_pets,46.37,M,Pea Ridge,AR,6434,Product designer,0,16,52,0,-22566751.0,81.44816815032794
grocery_net,17.61,F,Cromona,KY,502,Chief Financial Officer,1,3,60,1,-3762237.0,79.03942393761001
shopping_net,1058.68,F,Stephensport,KY,344,Chartered public finance accountant,1,23,53,1,-13751367.0,74.35405946728065
shopping_pos,1026.44,F,Riverview,MI,15623,Writer,1,1,26,1,40871673.0,123.93986948270704
shopping_net,8.4,M,Stoneham,MA,21437,Artist,0,7,56,0,-27625638.0,10.959449008015497
home,45.67,F,Juliette,GA,3343,Theatre manager,0,15,30,0,-10338946.0,19.208609188198945
misc_net,865.3,F,Chattanooga,TN,198659,Contracting civil engineer,1,22,76,1,-1011892.0,91.82254373980935
shopping_pos,789.3,M,Avera,GA,741,Claims inspector/assessor,1,23,34,1,38797123.0,97.50968661380286
misc_net,904.09,M,Union,WV,2443,Chartered public finance accountant,1,23,78,1,-13132718.0,75.57843512725943
travel,3.11,F,Karnack,TX,2807,Chiropodist,0,14,89,0,-21026380.0,103.14165778594366
shopping_net,1062.15,F,Warren,OH,75903,Magazine features editor,1,22,63,1,-5585869.0,34.52566923085452
misc_pos,7.65,F,Matthews,MO,1019,Aeronautical engineer,0,21,41,0,42764353.0,119.68728394529762
grocery_pos,294.85,F,Rhame,ND,475,Illustrator,1,0,64,1,-43880320.0,25.320082107384223
misc_net,8.74,F,Plymouth,CT,2376,Herpetologist,0,22,47,1,38180113.0,58.344030711772476
shopping_net,989.17,M,Burns Flat,OK,2142,Politician's assistant,1,23,44,1,-30581828.0,92.67529536021914
health_fitness,28.55,M,Roseland,NE,463,"Nurse, mental health",0,16,72,0,233933.0,84.75297235919045
kids_pets,89.05,F,Winslow,AR,2786,Musician,0,20,54,0,27489115.0,104.10333670066302
gas_transport,55.58,M,Glendale,CA,172817,Advertising account planner,0,3,37,1,-11637390.0,22.683150959492394
gas_transport,9.66,F,Cassatt,SC,4424,Lawyer,1,0,58,1,-3727523.0,70.40361332381043
personal_care,20.43,F,Bowersville,OH,338,Quantity surveyor,1,22,31,1,19172898.0,50.50877678067236
misc_pos,23.94,F,Maysville,KY,14228,Advertising account executive,0,4,49,1,-9393581.0,112.94636836167255
grocery_pos,274.37,M,Christine,ND,291,Television floor manager,1,22,29,1,-6847834.0,70.65461867291218
grocery_pos,335.7,M,Lima,OH,86954,"Copywriter, advertising",1,1,27,1,15822369.0,110.821122202513
grocery_net,12.95,F,Westerville,NE,73,Product designer,1,8,85,0,-39200765.0,89.90002865180224
grocery_pos,348.41,M,Tamaroa,IL,2135,"Development worker, community",1,22,59,1,9120182.0,11.613698677142644
kids_pets,9.7,F,Goodrich,MI,6951,Learning disability nurse,0,20,35,0,6129512.0,84.8194843911687
misc_pos,796.19,F,Jordanville,NY,824,Travel agency manager,1,2,34,1,8745938.0,95.06759860936575
misc_net,792.26,F,Rhame,ND,475,Illustrator,1,22,64,1,-23514043.0,19.120089568289345
gas_transport,11.79,M,Muskegon,MI,128715,Historic buildings inspector/conservation officer,1,1,25,1,27658488.0,50.02048788410512
health_fitness,66.54,F,American Fork,UT,42384,Futures trader,0,21,27,0,848844.0,37.23848729494642
misc_net,766.59,F,North Prairie,WI,2328,Applications developer,1,15,78,0,669776.0,63.334356998873744
entertainment,105.93,F,May,TX,1791,Corporate investment banker,0,7,54,0,-15148487.0,49.24671421021366
home,86.44,M,Cokeburg,PA,632,Dealer,0,20,31,0,-5915912.0,42.22033188880524
home,81.02,F,Sheffield,MA,2121,Radio producer,0,12,46,0,21745412.0,30.307397865133648
shopping_pos,2.12,M,Lepanto,AR,2470,Counselling psychologist,0,1,51,1,-17318787.0,69.71063854778942
food_dining,2.53,F,Dongola,IL,2263,Scientific laboratory technician,0,17,35,0,-3055150.0,73.52949231867093
grocery_net,40.77,M,Murfreesboro,TN,158701,"Journalist, newspaper",0,6,42,1,-5653972.0,93.82723981063961
grocery_pos,101.99,M,Avera,GA,741,Claims inspector/assessor,0,5,34,1,31361269.0,86.1129397270505
health_fitness,24.45,F,Monitor,WA,584,Medical technical officer,1,21,51,0,-15667404.0,94.4965535915388
grocery_pos,300.14,M,De Queen,AR,11253,"Scientist, biomedical",1,4,63,1,-20625443.0,109.75572279419507
shopping_pos,1012.43,F,Achille,OK,608,Seismic interpreter,1,22,27,1,41795403.0,87.0557126428108
personal_care,7.3,F,Thrall,TX,1766,Press sub,0,19,44,0,-10811769.0,70.61770837836835
shopping_net,935.64,F,Deane,KY,230,"Conservation officer, historic buildings",1,18,22,0,-7348049.0,27.314605091675737
grocery_pos,315.4,F,Mc Cracken,KS,320,Film/video editor,1,2,59,1,22064251.0,116.75191689189845
shopping_net,1070.61,F,Westfir,OR,597,Forensic psychologist,1,23,59,1,-19796849.0,122.67057324902977
kids_pets,164.93,F,Kingsford Heights,IN,1423,"Psychologist, forensic",0,12,21,0,735502.0,51.90943889964618
gas_transport,71.0,F,North Prairie,WI,2328,Applications developer,0,4,78,1,-11434048.0,130.76688607409682
home,44.41,M,Moulton,IA,1132,Probation officer,0,20,59,0,-10914356.0,102.9835607649869
shopping_net,2.23,F,Dunlevy,PA,427,Mining engineer,0,4,69,1,41157391.0,102.28017526316226
shopping_net,1041.82,M,Purmela,TX,258,Web designer,1,23,76,1,-28185049.0,90.59311945621211
grocery_pos,306.7,M,Acworth,NH,477,Naval architect,1,1,32,1,-5696356.0,88.75693920982843
shopping_net,988.15,F,Enola,AR,969,"Physicist, medical",1,23,66,1,3535114.0,66.67910688013646
misc_net,783.61,M,Oconto Falls,WI,5548,Mining engineer,1,22,44,1,15030757.0,77.06114368770686
misc_net,862.65,M,Kent,OR,60,Museum education officer,1,14,78,0,-8497194.0,50.89185705343807
grocery_pos,290.93,F,Mount Clemens,MI,16305,"Psychologist, sport and exercise",1,2,93,1,-15334277.0,94.26741311238847
entertainment,509.5,M,Aledo,TX,13602,Optometrist,1,22,35,1,30743118.0,57.1810026280479
home,50.59,M,Mc Nabb,IL,532,Audiological scientist,0,12,64,0,-27856377.0,87.4112358644522
misc_net,737.07,F,Hopewell,VA,31970,Purchasing manager,1,22,84,1,29671254.0,130.02635978256802
grocery_pos,308.25,M,Burns Flat,OK,2142,Politician's assistant,1,3,44,1,-30221180.0,90.82776138647174
shopping_net,1112.81,M,Clinton,IN,10085,Hospital doctor,1,22,55,1,-2699037.0,34.04373650102133
shopping_pos,1194.56,F,Coulee Dam,WA,1439,"Pilot, airline",1,20,20,0,772032.0,73.59982594902276
grocery_pos,331.73,F,Rochester,KY,443,"Development worker, international aid",1,0,72,1,27317915.0,86.93453264225221
kids_pets,15.66,F,Redford,MO,241,Investment analyst,0,14,45,0,11193989.0,69.31803701770704
home,11.46,F,Redford,MO,241,Investment analyst,0,18,45,0,-24693798.0,58.784952626782946
personal_care,20.94,F,Bailey,NC,6629,Call centre manager,1,22,57,1,2951740.0,92.40939438617205
travel,7.17,M,Moorhead,MS,2870,Chartered public finance accountant,0,22,21,1,16413461.0,74.32882252605326
shopping_net,3.98,M,Greenville,OH,22930,Media planner,0,17,48,0,-15653837.0,42.8013606444703
grocery_pos,355.24,F,Moro,IL,2401,"Buyer, industrial",1,3,48,1,21375136.0,41.724682429994225
grocery_pos,101.31,F,Viola,AR,1679,Psychiatric nurse,0,8,34,0,-31517457.0,107.62711696510223
shopping_net,1144.6,F,Howes Cave,NY,1304,Jewellery designer,1,22,50,1,1606043.0,61.507695136168586
shopping_net,170.88,M,Ruckersville,VA,9815,"Designer, ceramics/pottery",0,21,44,0,-6831310.0,87.68384022784878
gas_transport,72.56,F,Daniels,WV,3994,"Biochemist, clinical",0,9,83,0,18276320.0,97.57415163848074
health_fitness,108.04,F,Mifflin,PA,1909,Mining engineer,0,20,65,0,7902496.0,126.80534915795207
misc_net,823.01,F,Phil Campbell,AL,5778,"Engineer, aeronautical",1,23,67,1,-23751122.0,107.85004618649548
home,1.79,F,Brantley,AL,2566,Exercise physiologist,0,21,62,0,29974750.0,35.65353062594255
grocery_pos,275.75,F,Laguna Hills,CA,45303,Sales executive,1,1,50,1,-9143983.0,91.20826900490329
home,86.06,F,Brantley,AL,2566,Exercise physiologist,0,15,62,0,-14897904.0,80.97585220614249
entertainment,78.28,M,Apison,TN,3730,Occupational therapist,0,20,29,0,12375191.0,65.08898868765826
misc_net,763.11,F,Bynum,TX,522,Commercial/residential surveyor,1,22,74,1,-24357840.0,85.97223552522568
grocery_pos,277.87,M,Williamsburg,MO,710,Glass blower/designer,1,2,49,1,15220262.0,80.15586621781885
kids_pets,19.47,F,Ehrhardt,SC,1352,"Engineer, materials",1,23,27,1,-5369246.0,97.55958685539593
grocery_pos,354.47,F,Basye,VA,863,"Engineer, mining",1,3,47,1,9171959.0,107.67994160678577
travel,6.69,F,Mifflin,PA,1909,Mining engineer,0,21,65,0,6546712.0,109.22782514306964
misc_net,760.67,M,Dalton,WI,1628,Civil Service fast streamer,1,22,52,1,4842492.0,41.889121271845795
food_dining,85.49,F,Grand Ridge,FL,3699,Art gallery manager,0,3,71,1,-19423095.0,40.09300205840128
grocery_pos,247.55,M,Dallas,TX,1263321,Drilling engineer,1,3,61,1,17452602.0,23.700234914689666
grocery_pos,307.3,M,Newport,ME,3228,Lexicographer,1,1,24,1,-5966865.0,70.7417968391943
misc_pos,2.16,M,Detroit,MI,673342,Retail manager,0,4,53,1,-8371374.0,84.32859322930265
gas_transport,11.07,F,Center Point,WV,255,Chief Executive Officer,1,3,48,1,9500096.0,90.82696972118016
home,62.92,M,Matawan,NJ,30770,Drilling engineer,0,17,27,0,-293883.0,11.568016741465875
misc_pos,6.65,M,Tickfaw,LA,8512,"Accountant, chartered public finance",1,22,68,1,5458505.0,65.9047685602899
travel,8.65,F,Independence,MO,123373,"Engineer, production",1,23,27,1,-14509680.0,58.422015759809526
grocery_net,115.7,M,Mounds,OK,7163,Fitness centre manager,0,9,38,0,8328451.0,92.85563330849557
misc_net,911.24,F,Morven,NC,2801,Regulatory affairs officer,1,23,59,1,-11613357.0,41.1419199719197
food_dining,103.9,F,Atglen,PA,3066,Product manager,1,23,91,1,23500329.0,76.04345248008501
personal_care,249.43,F,Tomales,CA,337,Occupational psychologist,0,18,66,0,-28181421.0,70.99409240026739
personal_care,17.76,F,Lebanon,VA,9521,"Teacher, English as a foreign language",1,23,42,1,21874884.0,72.61142662189587
personal_care,95.47,F,Corsica,PA,1274,Maintenance engineer,0,20,71,0,-25064989.0,48.27745966409316
shopping_net,985.41,M,Grant,AL,5901,Curator,1,23,47,1,20832803.0,80.52877447745765
entertainment,24.77,M,Union,WV,2443,Chartered public finance accountant,0,22,78,1,-8990346.0,43.499578191828306
shopping_net,94.02,M,Lorenzo,TX,1571,Petroleum engineer,0,11,38,0,996267.0,93.10177869425011
grocery_net,43.55,M,Fort Washakie,WY,1645,Freight forwarder,0,3,44,1,-14370558.0,32.29744632409658
kids_pets,6.54,F,Alpharetta,GA,165556,Prison officer,0,20,22,0,37302289.0,72.62447881111294
home,46.44,F,Wilmington,NC,186140,English as a second language teacher,0,12,37,0,-44352999.0,44.41685699011564
shopping_pos,864.02,M,Bay City,MI,67858,Water quality scientist,1,17,25,0,16260357.0,55.76658942090653
grocery_pos,343.08,F,Colorado Springs,CO,525713,Museum/gallery exhibitions officer,1,0,28,1,6419119.0,45.35546833837814
shopping_net,1128.77,M,Melville,NY,19803,Police officer,1,22,21,1,-2427751.0,61.64169436282935
grocery_pos,304.1,M,Lake Jackson,TX,28739,Futures trader,1,3,20,1,-10521257.0,92.13342823669663
home,226.72,F,Ratcliff,TX,43,"Engineer, production",0,16,70,0,5664024.0,104.05698957364658
gas_transport,10.06,M,Collegeville,MN,1536,Farm manager,1,1,39,1,-141743.0,116.03354410888528
grocery_net,5.97,M,Bronx,NY,1382480,"Therapist, drama",1,1,29,1,2505773.0,40.709728903102295
shopping_net,972.82,F,De Witt,AR,5161,Electrical engineer,1,1,27,1,-5961950.0,86.40130096882356
kids_pets,58.24,M,Palermo,ND,229,Administrator,0,23,37,1,25395773.0,33.09832719379196
personal_care,6.55,F,New Waverly,TX,4993,"Scientist, biomedical",0,17,71,0,-19895478.0,32.17019921110182
misc_net,2.99,M,Sontag,MS,1196,"Librarian, academic",0,5,62,1,-13522205.0,72.8587348284398
health_fitness,15.19,F,Moro,IL,2401,"Buyer, industrial",0,23,48,1,7843016.0,104.68245267323786
shopping_pos,736.9,M,Winfield,WV,5512,Exhibition designer,1,22,40,1,23754692.0,78.93620987274602
kids_pets,3.19,F,Duncan,MS,466,Trading standards officer,1,23,65,1,-22979781.0,93.14390387881649
misc_net,1.65,F,Scotia,SC,302,Magazine features editor,0,4,47,1,-7928027.0,77.38699596239827
shopping_net,1053.47,M,Acworth,NH,477,Naval architect,1,22,32,1,7408239.0,61.317576292791706
misc_net,820.01,M,Helm,CA,123,Early years teacher,1,22,47,1,9848603.0,61.6440553120901
misc_pos,246.82,F,Issaquah,WA,50489,Osteopath,0,1,36,1,17724608.0,99.08326594896243
misc_net,806.03,F,Goodrich,MI,6951,Learning disability nurse,1,3,35,1,-4920658.0,78.50936369349502
misc_net,893.19,M,Timberville,VA,4367,Waste management officer,1,22,58,1,-13840054.0,112.69802748595203
personal_care,45.85,F,Fulton,SD,355,Financial adviser,0,15,65,0,18465137.0,32.44095667439944
grocery_pos,152.1,F,Altona,NY,2148,"Surveyor, land/geomatics",0,1,67,1,-23810270.0,57.15301677504321
shopping_net,959.75,M,Summerfield,NC,14075,"Buyer, industrial",1,23,91,1,22802812.0,66.331933919415
travel,2.99,F,Manistique,MI,6469,Trade mark attorney,0,13,41,0,-33215138.0,103.4950615420109
personal_care,28.1,F,Hooper,NE,1745,"Engineer, automotive",0,12,46,0,23757856.0,77.11275222563607
shopping_pos,5.95,M,Bessemer,AL,71463,Radio broadcast assistant,0,19,31,0,-64186.0,10.042309877877887
grocery_net,55.22,M,Bowdoin,ME,3224,"Engineer, electronics",0,0,22,1,-9483962.0,55.25722044284693
grocery_net,50.61,F,Colorado Springs,CO,525713,Museum/gallery exhibitions officer,0,4,28,1,-6208282.0,109.43149691059436
gas_transport,12.93,M,Grant,AL,5901,Curator,1,2,47,1,16410969.0,42.847569932370014
shopping_net,1160.93,M,Brookfield,WI,41111,Fitness centre manager,1,23,79,1,13035164.0,97.43798900247883
gas_transport,83.34,F,North Washington,PA,139,Patent attorney,0,8,66,0,-35995769.0,10.306487810445883
travel,6.41,M,Dieterich,IL,2092,"Psychologist, clinical",1,22,58,1,11971435.0,54.284679529795866
shopping_net,1122.4,M,East China,MI,7339,"Copywriter, advertising",1,23,58,1,23765879.0,69.11898042873962
shopping_pos,7.24,F,Milford,OH,31394,Hospital doctor,0,18,23,0,-41232641.0,35.612370454919244
kids_pets,111.25,F,Leonard,TX,4090,Sub,0,12,43,0,4039651.0,32.93544648275779
shopping_pos,882.9,M,Harborcreek,PA,2518,Event organiser,1,23,74,1,-4281674.0,110.70655286663954
health_fitness,21.92,F,De Witt,AR,5161,Electrical engineer,0,14,27,0,9388347.0,93.2514645199808
grocery_net,49.14,F,Clearwater,FL,172247,"Geneticist, molecular",0,3,40,1,22250206.0,86.26013538889485
grocery_pos,297.74,F,Albany,NY,151022,Sales executive,1,0,62,1,-9170212.0,31.956027209128774
grocery_pos,284.16,M,Springfield,VA,104396,Production engineer,1,17,69,0,16218350.0,41.893024454187454
grocery_pos,81.92,M,Melbourne,FL,139650,Database administrator,0,7,63,0,-11182529.0,124.03005045741267
personal_care,49.1,M,Dalton,WI,1628,Civil Service fast streamer,1,14,52,0,7630713.0,108.27621621939906
grocery_pos,102.09,M,Fiddletown,CA,832,Immigration officer,0,3,33,1,-24751156.0,65.30446583662147
grocery_pos,275.15,F,Hampton,VA,136895,Accounting technician,1,6,80,1,-9665895.0,82.42241713532736
grocery_pos,110.86,M,Utica,PA,1102,Garment/textile technologist,0,1,30,1,25727852.0,23.38520273467341
shopping_pos,1096.85,F,Norman,AR,1383,Manufacturing engineer,1,14,20,0,-11011799.0,76.96890848061545
shopping_net,826.45,M,Arnold,MO,35439,Land/geomatics surveyor,1,23,35,1,-10249970.0,13.422639592113095
grocery_pos,312.01,M,Monetta,SC,1514,Chief Strategy Officer,1,22,53,1,35422909.0,1.6819053704411726
misc_net,79.34,F,Sebring,FL,50835,Environmental consultant,0,6,34,1,-4204467.0,75.8332075284071
health_fitness,20.55,F,New Ellenton,SC,2206,Biomedical scientist,1,16,33,0,-18023674.0,92.87577598029081
personal_care,9.51,F,Smiths Grove,KY,6841,"Therapist, sports",0,14,21,0,-93555.0,85.79060446307322
grocery_pos,349.58,F,Saint Paul,MN,753116,Fisheries officer,1,1,48,1,15938122.0,100.01554512769404
